t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,alpha_punish_revalue,delta_outside_degrade,mu_membership_reward,current_delta,eta_delta_drift,punish_floor,punish_intensity_step,pi_reward,lam_punish
0,0.351840345025693,0.49463362562810176,0.351840345025693,0.49463362562810176,0.24869350175742913,0.5,0.0,0.32834350315332206,0.32129225930544175,0.008571428571428572,0.0,0.32834350315332206,0.32129225930544175,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.08,0.0,0.5,0.25
1,0.3614004609234986,0.49390555999924485,0.3614004609234986,0.49390555999924485,0.24869350175742913,0.5012651751254091,0.6657142857142857,0.32948636029617917,0.3221494021625846,0.008571428571428572,0.6657142857142857,0.32948636029617917,0.3221494021625846,0.008571428571428572,0.03428571428571429,0.03428571428571429,0.0,0.04,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,28,0.005142857142857143,0.0,0.03428571428571429,0.0,0.0,0.9166666666666666,0.0,0.4,0.0,0.4,0.0,0.08,0.03428571428571429,0.5,0.25
2,0.37139713345881975,0.49353492069553273,0.37139713345881975,0.49353492069553273,0.24869350175742913,0.5022765541251655,0.8685714285714285,0.33097207458189354,0.3232636878768704,0.008571428571428572,0.8685714285714285,0.33097207458189354,0.3232636878768704,0.008571428571428572,0.037142857142857144,0.04,0.0,0.037142857142857144,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,25,0.011117142857142857,0.0,0.0736,0.0,0.0,0.9285714285714286,0.0,0.4,0.0,0.4,0.0,0.08,0.037142857142857144,0.5,0.25
3,0.3826096857905523,0.4938857861522347,0.3826096857905523,0.4938857861522347,0.24869350175742913,0.502905252163269,0.9314285714285714,0.33325778886760776,0.32497797359115604,0.014285714285714285,0.9314285714285714,0.33325778886760776,0.32497797359115604,0.014285714285714285,0.06285714285714286,0.06571428571428571,0.0,0.04285714285714286,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,22,0.020918700000000002,0.0,0.1378422857142857,0.0,0.0,0.9565217391304348,0.0,0.4,0.0,0.4,0.0,0.08,0.06285714285714286,0.5,0.25
4,0.39062369502958016,0.4937710141187419,0.39062369502958016,0.4937710141187419,0.24869350175742913,0.5028509402028271,0.9085714285714286,0.3341755515983057,0.32583511644829893,0.014285714285714285,0.9085714285714286,0.3341755515983057,0.32583511644829893,0.014285714285714285,0.037142857142857144,0.04,0.0,0.037142857142857144,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,14,0.026814106499999997,0.0,0.17508543999999998,0.0,0.0,0.5714285714285714,0.0,0.4,0.0,0.4,0.0,0.08,0.037142857142857144,0.5,0.25
5,0.39982151532954846,0.4941405546451065,0.39982151532954846,0.4941405546451065,0.24869350175742913,0.5028102204050608,0.8742857142857143,0.3358326944554486,0.3270779735911561,0.014285714285714285,0.8742857142857143,0.3358326944554486,0.3270779735911561,0.014285714285714285,0.04857142857142857,0.04857142857142857,0.0,0.05142857142857143,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,12,0.033965750253214286,0.0,0.22015515977142855,0.0,0.0,0.8823529411764706,0.0,0.4,0.0,0.4,0.0,0.08,0.04857142857142857,0.5,0.25
6,0.40938410506333184,0.494761818500065,0.40938410506333184,0.494761818500065,0.24869350175742913,0.5028952009021742,0.8885714285714286,0.33872997368007535,0.3295208307340132,0.022857142857142857,0.8885714285714286,0.33872997368007535,0.3295208307340132,0.022857142857142857,0.09142857142857143,0.09714285714285714,0.0,0.08857142857142856,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,11,0.04836735007337679,0.0,0.31289491371885714,0.0,0.0,0.9117647058823529,0.0,0.4,0.0,0.4,0.0,0.08,0.09142857142857143,0.5,0.25
7,0.4179476148276886,0.4948389959797344,0.4179476148276886,0.4948389959797344,0.24869350175742913,0.5008835286186807,0.92,0.34137759746858737,0.33166368787687034,0.02857142857142857,0.92,0.34137759746858737,0.33166368787687034,0.02857142857142857,0.08571428571428572,0.08857142857142856,0.0,0.1,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,8,0.06141122760872418,0.014555587640347293,0.39520844401590854,0.08858423808642012,0.0,0.9354838709677419,0.0,0.4,0.0,0.4,0.0,0.08,0.08571428571428572,0.5,0.25
8,0.42713688256929583,0.4955236511542662,0.42713688256929583,0.4955236511542662,0.24869350175742913,0.49840262690718606,0.9485714285714286,0.34258978905344134,0.33329225930544176,0.03142857142857143,0.9485714285714286,0.34258978905344134,0.33329225930544176,0.03142857142857143,0.06285714285714286,0.06285714285714286,0.0,0.13714285714285715,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,7,0.06971332916330197,0.014482809702145556,0.4501614179927332,0.08681255332469172,0.0,1.0,0.0,0.4,0.0,0.4,0.0,0.08,0.06285714285714286,0.5,0.25
9,0.4357036011656959,0.49550982535478383,0.4357036011656959,0.49550982535478383,0.24869350175742913,0.49566503768915415,0.9085714285714286,0.34464693191058415,0.3353922593054418,0.03428571428571429,0.9085714285714286,0.34464693191058415,0.3353922593054418,0.03428571428571429,0.08,0.08,0.0,0.13714285714285715,0.0,0.0,0.031010088717778064,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,6,0.08015031123963307,0.14417637058482624,0.5211581896328786,0.8524992736482793,0.0,0.9642857142857143,0.0,0.4,0.0,0.4,0.0,0.08,0.08,0.5,0.25
