t,mean_x,mean_y,mean_x_all,mean_y_all,mean_L,y0,mean_epc,mean_r,mean_b,fund_prevalence,mean_epc_all,mean_r_all,mean_b_all,fund_prevalence_all,punish_rate,mean_punished,exit_rate,mean_exit_intent,exit_attempt_rate,exit_success_rate,p_opp_mean,stay_value,mean_degree_active,threat,A,budget,enforcer_frac,n_cadre_fallback,cap_mean,cap_p90,service_mean,service_p90,monopoly_on,enforcer_punish_share_step,pi_reward,lam_punish
0,0.351840345025693,0.49463362562810176,0.351840345025693,0.49463362562810176,0.24869350175742913,0.5,0.0,0.32834350315332206,0.32129225930544175,0.008571428571428572,0.0,0.32834350315332206,0.32129225930544175,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.794285714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25
1,0.3614004609234986,0.49390555999924485,0.3614004609234986,0.49390555999924485,0.24869350175742913,0.5012651751254091,0.6657142857142857,0.32742921743903636,0.3206065450197275,0.008571428571428572,0.6657142857142857,0.32742921743903636,0.3206065450197275,0.008571428571428572,0.03428571428571429,0.03428571428571429,0.0,0.04,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,28,0.005142857142857143,0.0,0.03428571428571429,0.0,0.0,0.9166666666666666,0.05,0.25
2,0.3714022125099084,0.49353492069553273,0.3714022125099084,0.49353492069553273,0.24869350175742913,0.5022765541251655,0.8685714285714285,0.3264577888676078,0.31987797359115605,0.008571428571428572,0.8685714285714285,0.3264577888676078,0.31987797359115605,0.008571428571428572,0.037142857142857144,0.04,0.0,0.037142857142857144,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,25,0.011117142857142857,0.0,0.0736,0.0,0.0,0.8571428571428571,0.05,0.25
3,0.38262048771942186,0.4938857861522347,0.38262048771942186,0.4938857861522347,0.24869350175742913,0.502905252163269,0.9314285714285714,0.3255435031533221,0.31919225930544176,0.008571428571428572,0.9314285714285714,0.3255435031533221,0.31919225930544176,0.008571428571428572,0.037142857142857144,0.04,0.0,0.05714285714285714,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,22,0.01706155714285714,0.0,0.11212799999999999,0.0,0.0,1.0,0.05,0.25
4,0.3893870714488788,0.4938118521337486,0.3893870714488788,0.4938118521337486,0.24869350175742913,0.5034097891933054,0.9285714285714286,0.32485778886760774,0.31867797359115607,0.008571428571428572,0.9285714285714286,0.32485778886760774,0.31867797359115607,0.008571428571428572,0.02,0.02,0.0,0.04,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,17,0.019976249357142855,0.0,0.12988544,0.0,0.0,0.8571428571428571,0.05,0.25
5,0.3985863373078103,0.4946932765135914,0.3985863373078103,0.4946932765135914,0.24869350175742913,0.5039917757041197,0.8914285714285715,0.32411493172475064,0.3181208307340132,0.008571428571428572,0.8914285714285715,0.32411493172475064,0.3181208307340132,0.008571428571428572,0.025714285714285714,0.025714285714285714,0.0,0.037142857142857144,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,15,0.0237335109675,0.0,0.15300201691428572,0.0,0.0,0.8888888888888888,0.05,0.25
6,0.4087064437012243,0.4939824488453596,0.4087064437012243,0.4939824488453596,0.24869350175742913,0.504436810904907,0.8885714285714286,0.32400064601046497,0.3180351164482989,0.008571428571428572,0.8885714285714286,0.32400064601046497,0.3180351164482989,0.008571428571428572,0.005714285714285714,0.005714285714285714,0.0,0.05142857142857143,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,14,0.02447198626980536,0.0,0.1556562622902857,0.0,0.0,1.0,0.05,0.25
7,0.4184979029569268,0.49437520678582264,0.4184979029569268,0.49437520678582264,0.24869350175742913,0.5041451590733854,0.8628571428571429,0.3232577888676078,0.3174779735911561,0.008571428571428572,0.8628571428571429,0.3232577888676078,0.3174779735911561,0.008571428571428572,0.02857142857142857,0.02857142857142857,0.0,0.045714285714285714,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,12,0.028635340624170617,0.0,0.18111456561590855,0.0,0.0,0.9,0.05,0.25
8,0.4284101416966415,0.49449501229574244,0.4284101416966415,0.49449501229574244,0.24869350175742913,0.5037615180357401,0.9142857142857143,0.3221149317247506,0.3166501702757469,0.008571428571428572,0.9142857142857143,0.3221149317247506,0.3166501702757469,0.008571428571428572,0.04,0.04,0.0,0.07142857142857142,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,11,0.034492163921049764,0.0,0.2174922743035904,0.0,0.0,0.8571428571428571,0.05,0.25
9,0.43840487993753313,0.49545085655615156,0.43840487993753313,0.49545085655615156,0.24869350175742913,0.5030319069296875,0.9,0.32160064601046495,0.31626445599003256,0.008571428571428572,0.9,0.32160064601046495,0.31626445599003256,0.008571428571428572,0.022857142857142857,0.022857142857142857,0.0,0.06571428571428571,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,10,0.03774827453001594,0.0,0.23599957167466137,0.0,0.0,1.0,0.05,0.25
10,0.4474351442940756,0.49523565627913,0.4474351442940756,0.49523565627913,0.24869350175742913,0.5029572514579317,0.8828571428571429,0.3213720745818935,0.31609302741860396,0.008571428571428572,0.8828571428571429,0.3213720745818935,0.31609302741860396,0.008571428571428572,0.005714285714285714,0.005714285714285714,0.0,0.07714285714285714,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,9,0.03841667601450871,0.0,0.23699386595545388,0.0,0.0,0.5,0.05,0.25
11,0.45662442294934164,0.4959399120869054,0.45662442294934164,0.4959399120869054,0.24869350175742913,0.5026623682110137,0.9028571428571428,0.3208577888676078,0.31575017027574687,0.008571428571428572,0.9028571428571428,0.3208577888676078,0.31575017027574687,0.008571428571428572,0.02,0.02,0.0,0.08571428571428572,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,8,0.041224592634436175,0.0,0.25225398863634485,0.0,0.0,0.8571428571428571,0.05,0.25
12,0.46525763994123737,0.4966275747574865,0.46525763994123737,0.4966275747574865,0.24869350175742913,0.5020738434271513,0.8714285714285714,0.3200577888676078,0.3152358845614611,0.008571428571428572,0.8714285714285714,0.3200577888676078,0.3152358845614611,0.008571428571428572,0.025714285714285714,0.025714285714285714,0.0,0.08,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,7,0.04487561252840685,0.01419531869720487,0.2729231945779036,0.08007313507499778,0.0,0.6666666666666666,0.05,0.25
13,0.47472166523315007,0.49697838537131506,0.47472166523315007,0.49697838537131506,0.24869350175742913,0.5012957086139068,0.8971428571428571,0.31920064601046494,0.31459302741860395,0.008571428571428572,0.8971428571428571,0.31920064601046494,0.31459302741860395,0.008571428571428572,0.03428571428571429,0.03428571428571429,0.0,0.10857142857142857,0.0,0.0,0.21601889456829335,0.08436634914903715,11.794285714285714,0.0,0.0,0.15,0.08,5,0.04979409160862196,0.14124342103715634,0.30175044497205983,0.7847167237347998,0.0,0.9166666666666666,0.05,0.25
